node_id,parent_id,level,name_en,name_zh,slug,source_type,source_url,status,example_product_types,case_folder,notes
tools-and-home-improvement.power-and-hand-tools.cordless-drill,tools-and-home-improvement.power-and-hand-tools,L4,Cordless Drill,,cordless-drill,manual,,placeholder,cordless drill,cases/tools-and-home-improvement/power-and-hand-tools/cordless-drill/,Derived product type
tools-and-home-improvement.power-and-hand-tools.screwdriver-set,tools-and-home-improvement.power-and-hand-tools,L4,Screwdriver Set,,screwdriver-set,manual,,placeholder,screwdriver set,cases/tools-and-home-improvement/power-and-hand-tools/screwdriver-set/,Derived product type
tools-and-home-improvement.safety-and-security,tools-and-home-improvement,L2,Safety & Security,安全与安防,safety-and-security,user_screenshot/manual,,planned,door lock; safety glasses,cases/tools-and-home-improvement/safety-and-security/,Generic examples only
tools-and-home-improvement.safety-and-security.door-lock,tools-and-home-improvement.safety-and-security,L4,Door Lock,,door-lock,manual,,placeholder,door lock,cases/tools-and-home-improvement/safety-and-security/door-lock/,Derived product type
tools-and-home-improvement.safety-and-security.safety-glasses,tools-and-home-improvement.safety-and-security,L4,Safety Glasses,,safety-glasses,manual,,placeholder,safety glasses,cases/tools-and-home-improvement/safety-and-security/safety-glasses/,Derived product type
tools-and-home-improvement.storage-and-home-organization,tools-and-home-improvement,L2,Storage & Home Organization,收纳与家居整理,storage-and-home-organization,user_screenshot/manual,,planned,tool organizer; storage hooks,cases/tools-and-home-improvement/storage-and-home-organization/,Generic examples only
tools-and-home-improvement.storage-and-home-organization.tool-organizer,tools-and-home-improvement.storage-and-home-organization,L4,Tool Organizer,,tool-organizer,manual,,placeholder,tool organizer,cases/tools-and-home-improvement/storage-and-home-organization/tool-organizer/,Derived product type
tools-and-home-improvement.storage-and-home-organization.storage-hooks,tools-and-home-improvement.storage-and-home-organization,L4,Storage Hooks,,storage-hooks,manual,,placeholder,storage hooks,cases/tools-and-home-improvement/storage-and-home-organization/storage-hooks/,Derived product type
toys-and-games,amazon-best-sellers,L1,Toys & Games,玩具与游戏,toys-and-games,user_screenshot/manual,,in_progress,kids craft kit; building blocks set; doll accessory set; board game; learning flash cards,cases/toys-and-games/,Public generic taxonomy
toys-and-games.arts-and-crafts,toys-and-games,L2,Arts & Crafts,艺术与手工玩具,arts-and-crafts,user_screenshot/manual,,planned,kids craft kit; drawing tablet toy,cases/toys-and-games/arts-and-crafts/,Generic examples only
toys-and-games.arts-and-crafts.kids-craft-kit,toys-and-games.arts-and-crafts,L4,Kids Craft Kit,,kids-craft-kit,manual,,placeholder,kids craft kit,cases/toys-and-games/arts-and-crafts/kids-craft-kit/,Derived product type
toys-and-games.arts-and-crafts.drawing-tablet-toy,toys-and-games.arts-and-crafts,L4,Drawing Tablet Toy,,drawing-tablet-toy,manual,,placeholder,drawing tablet toy,cases/toys-and-games/arts-and-crafts/drawing-tablet-toy/,Derived product type
toys-and-games.building-toys,toys-and-games,L2,Building Toys,积木玩具,building-toys,user_screenshot/manual,,planned,building blocks set; magnetic tiles,cases/toys-and-games/building-toys/,Generic examples only
toys-and-games.building-toys.building-blocks-set,toys-and-games.building-toys,L4,Building Blocks Set,,building-blocks-set,manual,,placeholder,building blocks set,cases/toys-and-games/building-toys/building-blocks-set/,Derived product type
toys-and-games.building-toys.magnetic-tiles,toys-and-games.building-toys,L4,Magnetic Tiles,,magnetic-tiles,manual,,placeholder,magnetic tiles,cases/toys-and-games/building-toys/magnetic-tiles/,Derived product type
toys-and-games.dolls-and-accessories,toys-and-games,L2,Dolls & Accessories,娃娃与配件,dolls-and-accessories,user_screenshot/manual,,planned,doll accessory set; plush doll,cases/toys-and-games/dolls-and-accessories/,Generic examples only
toys-and-games.dolls-and-accessories.doll-accessory-set,toys-and-games.dolls-and-accessories,L4,Doll Accessory Set,,doll-accessory-set,manual,,placeholder,doll accessory set,cases/toys-and-games/dolls-and-accessories/doll-accessory-set/,Derived product type
toys-and-games.dolls-and-accessories.plush-doll,toys-and-games.dolls-and-accessories,L4,Plush Doll,,plush-doll,manual,,placeholder,plush doll,cases/toys-and-games/dolls-and-accessories/plush-doll/,Derived product type
toys-and-games.games,toys-and-games,L2,Games,游戏,games,user_screenshot/manual,,planned,board game; card game,cases/toys-and-games/games/,Generic examples only
toys-and-games.games.board-game,toys-and-games.games,L4,Board Game,,board-game,manual,,placeholder,board game,cases/toys-and-games/games/board-game/,Derived product type
toys-and-games.games.card-game,toys-and-games.games,L4,Card Game,,card-game,manual,,placeholder,card game,cases/toys-and-games/games/card-game/,Derived product type
toys-and-games.learning-and-education,toys-and-games,L2,Learning & Education,学习教育,learning-and-education,user_screenshot/manual,,planned,learning flash cards; STEM kit,cases/toys-and-games/learning-and-education/,Generic examples only
toys-and-games.learning-and-education.learning-flash-cards,toys-and-games.learning-and-education,L4,Learning Flash Cards,,learning-flash-cards,manual,,placeholder,learning flash cards,cases/toys-and-games/learning-and-education/learning-flash-cards/,Derived product type
toys-and-games.learning-and-education.stem-kit,toys-and-games.learning-and-education,L4,Stem Kit,,stem-kit,manual,,placeholder,STEM kit,cases/toys-and-games/learning-and-education/stem-kit/,Derived product type
toys-and-games.puzzles,toys-and-games,L2,Puzzles,拼图,puzzles,user_screenshot/manual,,planned,jigsaw puzzle; wooden puzzle,cases/toys-and-games/puzzles/,Generic examples only
toys-and-games.puzzles.jigsaw-puzzle,toys-and-games.puzzles,L4,Jigsaw Puzzle,,jigsaw-puzzle,manual,,placeholder,jigsaw puzzle,cases/toys-and-games/puzzles/jigsaw-puzzle/,Derived product type
toys-and-games.puzzles.wooden-puzzle,toys-and-games.puzzles,L4,Wooden Puzzle,,wooden-puzzle,manual,,placeholder,wooden puzzle,cases/toys-and-games/puzzles/wooden-puzzle/,Derived product type
toys-and-games.stuffed-animals-and-plush-toys,toys-and-games,L2,Stuffed Animals & Plush Toys,毛绒玩具,stuffed-animals-and-plush-toys,user_screenshot/manual,,planned,plush toy; stuffed animal,cases/toys-and-games/stuffed-animals-and-plush-toys/,Generic examples only
toys-and-games.stuffed-animals-and-plush-toys.plush-toy,toys-and-games.stuffed-animals-and-plush-toys,L4,Plush Toy,,plush-toy,manual,,placeholder,plush toy,cases/toys-and-games/stuffed-animals-and-plush-toys/plush-toy/,Derived product type
toys-and-games.stuffed-animals-and-plush-toys.stuffed-animal,toys-and-games.stuffed-animals-and-plush-toys,L4,Stuffed Animal,,stuffed-animal,manual,,placeholder,stuffed animal,cases/toys-and-games/stuffed-animals-and-plush-toys/stuffed-animal/,Derived product type
beauty-and-personal-care,amazon-best-sellers,L1,Beauty & Personal Care,美妆与个护,beauty-and-personal-care,user_screenshot/manual,,in_progress,makeup brush set; hair brush; makeup palette concept; toiletry bag; face roller,cases/beauty-and-personal-care/,Public generic taxonomy
beauty-and-personal-care.beauty-tools-and-accessories,beauty-and-personal-care,L2,Beauty Tools & Accessories,美妆工具与配件,beauty-tools-and-accessories,user_screenshot/manual,,planned,makeup brush set; makeup organizer,cases/beauty-and-personal-care/beauty-tools-and-accessories/,Generic examples only
beauty-and-personal-care.beauty-tools-and-accessories.makeup-brush-set,beauty-and-personal-care.beauty-tools-and-accessories,L4,Makeup Brush Set,,makeup-brush-set,manual,,placeholder,makeup brush set,cases/beauty-and-personal-care/beauty-tools-and-accessories/makeup-brush-set/,Derived product type
beauty-and-personal-care.beauty-tools-and-accessories.makeup-organizer,beauty-and-personal-care.beauty-tools-and-accessories,L4,Makeup Organizer,,makeup-organizer,manual,,placeholder,makeup organizer,cases/beauty-and-personal-care/beauty-tools-and-accessories/makeup-organizer/,Derived product type
beauty-and-personal-care.hair-care,beauty-and-personal-care,L2,Hair Care,头发护理,hair-care,user_screenshot/manual,,planned,hair brush; hair dryer concept,cases/beauty-and-personal-care/hair-care/,Generic examples only
beauty-and-personal-care.hair-care.hair-brush,beauty-and-personal-care.hair-care,L4,Hair Brush,,hair-brush,manual,,placeholder,hair brush,cases/beauty-and-personal-care/hair-care/hair-brush/,Derived product type
beauty-and-personal-care.hair-care.hair-dryer-concept,beauty-and-personal-care.hair-care,L4,Hair Dryer Concept,,hair-dryer-concept,manual,,placeholder,hair dryer concept,cases/beauty-and-personal-care/hair-care/hair-dryer-concept/,Derived product type
beauty-and-personal-care.makeup,beauty-and-personal-care,L2,Makeup,彩妆,makeup,user_screenshot/manual,,planned,makeup palette concept; lip gloss set,cases/beauty-and-personal-care/makeup/,Generic examples only
beauty-and-personal-care.makeup.makeup-palette-concept,beauty-and-personal-care.makeup,L4,Makeup Palette Concept,,makeup-palette-concept,manual,,placeholder,makeup palette concept,cases/beauty-and-personal-care/makeup/makeup-palette-concept/,Derived product type
beauty-and-personal-care.makeup.lip-gloss-set,beauty-and-personal-care.makeup,L4,Lip Gloss Set,,lip-gloss-set,manual,,placeholder,lip gloss set,cases/beauty-and-personal-care/makeup/lip-gloss-set/,Derived product type
beauty-and-personal-care.personal-care,beauty-and-personal-care,L2,Personal Care,个人护理,personal-care,user_screenshot/manual,,planned,toiletry bag; travel bottle set,cases/beauty-and-personal-care/personal-care/,Generic examples only
beauty-and-personal-care.personal-care.toiletry-bag,beauty-and-personal-care.personal-care,L4,Toiletry Bag,,toiletry-bag,manual,,placeholder,toiletry bag,cases/beauty-and-personal-care/personal-care/toiletry-bag/,Derived product type
beauty-and-personal-care.personal-care.travel-bottle-set,beauty-and-personal-care.personal-care,L4,Travel Bottle Set,,travel-bottle-set,manual,,placeholder,travel bottle set,cases/beauty-and-personal-care/personal-care/travel-bottle-set/,Derived product type
beauty-and-personal-care.skin-care,beauty-and-personal-care,L2,Skin Care,皮肤护理,skin-care,user_screenshot/manual,,planned,face roller; skin care organizer,cases/beauty-and-personal-care/skin-care/,Generic examples only
beauty-and-personal-care.skin-care.face-roller,beauty-and-personal-care.skin-care,L4,Face Roller,,face-roller,manual,,placeholder,face roller,cases/beauty-and-personal-care/skin-care/face-roller/,Derived product type
beauty-and-personal-care.skin-care.skin-care-organizer,beauty-and-personal-care.skin-care,L4,Skin Care Organizer,,skin-care-organizer,manual,,placeholder,skin care organizer,cases/beauty-and-personal-care/skin-care/skin-care-organizer/,Derived product type
books,amazon-best-sellers,L1,Books,图书,books,user_screenshot/manual,,in_progress,art book cover concept; business book cover concept; children story book cover; cookbook cover concept; novel cover concept,cases/books/,Public generic taxonomy
books.arts-and-photography,books,L2,Arts & Photography,艺术与摄影,arts-and-photography,user_screenshot/manual,,planned,art book cover concept; photography book mockup,cases/books/arts-and-photography/,Generic examples only
books.arts-and-photography.art-book-cover-concept,books.arts-and-photography,L4,Art Book Cover Concept,,art-book-cover-concept,manual,,placeholder,art book cover concept,cases/books/arts-and-photography/art-book-cover-concept/,Derived product type
books.arts-and-photography.photography-book-mockup,books.arts-and-photography,L4,Photography Book Mockup,,photography-book-mockup,manual,,placeholder,photography book mockup,cases/books/arts-and-photography/photography-book-mockup/,Derived product type
books.business-and-money,books,L2,Business & Money,商业与金钱,business-and-money,user_screenshot/manual,,planned,business book cover concept; finance guide cover,cases/books/business-and-money/,Generic examples only
books.business-and-money.business-book-cover-concept,books.business-and-money,L4,Business Book Cover Concept,,business-book-cover-concept,manual,,placeholder,business book cover concept,cases/books/business-and-money/business-book-cover-concept/,Derived product type
books.business-and-money.finance-guide-cover,books.business-and-money,L4,Finance Guide Cover,,finance-guide-cover,manual,,placeholder,finance guide cover,cases/books/business-and-money/finance-guide-cover/,Derived product type
books.childrens-books,books,L2,Children's Books,儿童图书,childrens-books,user_screenshot/manual,,planned,children story book cover; activity book cover,cases/books/childrens-books/,Generic examples only
books.childrens-books.children-story-book-cover,books.childrens-books,L4,Children Story Book Cover,,children-story-book-cover,manual,,placeholder,children story book cover,cases/books/childrens-books/children-story-book-cover/,Derived product type
books.childrens-books.activity-book-cover,books.childrens-books,L4,Activity Book Cover,,activity-book-cover,manual,,placeholder,activity book cover,cases/books/childrens-books/activity-book-cover/,Derived product type
books.cookbooks-food-and-wine,books,L2,"Cookbooks, Food & Wine",烹饪美食与葡萄酒,cookbooks-food-and-wine,user_screenshot/manual,,planned,cookbook cover concept; recipe book cover,cases/books/cookbooks-food-and-wine/,Generic examples only
books.cookbooks-food-and-wine.cookbook-cover-concept,books.cookbooks-food-and-wine,L4,Cookbook Cover Concept,,cookbook-cover-concept,manual,,placeholder,cookbook cover concept,cases/books/cookbooks-food-and-wine/cookbook-cover-concept/,Derived product type
books.cookbooks-food-and-wine.recipe-book-cover,books.cookbooks-food-and-wine,L4,Recipe Book Cover,,recipe-book-cover,manual,,placeholder,recipe book cover,cases/books/cookbooks-food-and-wine/recipe-book-cover/,Derived product type
books.literature-and-fiction,books,L2,Literature & Fiction,文学与小说,literature-and-fiction,user_screenshot/manual,,planned,novel cover concept; fiction paperback mockup,cases/books/literature-and-fiction/,Generic examples only
books.literature-and-fiction.novel-cover-concept,books.literature-and-fiction,L4,Novel Cover Concept,,novel-cover-concept,manual,,placeholder,novel cover concept,cases/books/literature-and-fiction/novel-cover-concept/,Derived product type
books.literature-and-fiction.fiction-paperback-mockup,books.literature-and-fiction,L4,Fiction Paperback Mockup,,fiction-paperback-mockup,manual,,placeholder,fiction paperback mockup,cases/books/literature-and-fiction/fiction-paperback-mockup/,Derived product type
books.self-help,books,L2,Self-Help,自助成长,self-help,user_screenshot/manual,,planned,self help book cover; personal growth guide,cases/books/self-help/,Generic examples only
